DateTime,Station,DayOfWeek,Hour,IsHoliday,Weather,TicketsBooked
2025-11-13 06:00:00,Uppal,Thursday,6,0,Clear,610
2025-11-13 07:00:00,Hitec City,Thursday,7,0,Clear,560
2025-11-13 08:00:00,Uppal,Thursday,8,0,Clear,560
2025-11-13 09:00:00,Tarnaka,Thursday,9,0,Clear,650
2025-11-13 10:00:00,Tarnaka,Thursday,10,0,Clear,410
2025-11-13 11:00:00,Hitec City,Thursday,11,0,Clear,550
2025-11-13 12:00:00,Miyapur,Thursday,12,0,Clear,510
2025-11-13 13:00:00,Miyapur,Thursday,13,0,Clear,570
2025-11-13 14:00:00,Uppal,Thursday,14,1,Rainy,190
2025-11-13 15:00:00,Miyapur,Thursday,15,0,Clear,440
2025-11-13 16:00:00,Secunderabad East,Thursday,16,0,Cloudy,560
2025-11-13 17:00:00,Hitec City,Thursday,17,0,Clear,660
2025-11-13 18:00:00,Dilsukhnagar,Thursday,18,0,Clear,620
2025-11-13 19:00:00,Hyderabad Central,Thursday,19,0,Clear,610
2025-11-13 20:00:00,Kukatpally,Thursday,20,0,Rainy,510
2025-11-13 21:00:00,Secunderabad East,Thursday,21,0,Clear,490
2025-11-13 22:00:00,Hitec City,Thursday,22,0,Rainy,300
2025-11-13 23:00:00,LB Nagar,Thursday,23,0,Rainy,460
2025-11-14 00:00:00,Secunderabad East,Friday,0,0,Clear,400
2025-11-14 01:00:00,Hyderabad Central,Friday,1,0,Rainy,330
2025-11-14 02:00:00,Dilsukhnagar,Friday,2,0,Clear,530
2025-11-14 03:00:00,Tarnaka,Friday,3,0,Clear,480
2025-11-14 04:00:00,Ameerpet,Friday,4,0,Clear,470
2025-11-14 05:00:00,Hyderabad Central,Friday,5,0,Rainy,330
2025-11-14 06:00:00,Hitec City,Friday,6,0,Clear,640
2025-11-14 07:00:00,Hitec City,Friday,7,0,Rainy,560
2025-11-14 08:00:00,Dilsukhnagar,Friday,8,0,Rainy,440
2025-11-14 09:00:00,Dilsukhnagar,Friday,9,0,Clear,590
2025-11-14 10:00:00,Miyapur,Friday,10,0,Clear,560
2025-11-14 11:00:00,Hitec City,Friday,11,0,Clear,510
2025-11-14 12:00:00,Uppal,Friday,12,0,Clear,590
2025-11-14 13:00:00,Miyapur,Friday,13,0,Cloudy,400
2025-11-14 14:00:00,Miyapur,Friday,14,0,Clear,520
2025-11-14 15:00:00,Uppal,Friday,15,0,Cloudy,590
2025-11-14 16:00:00,Hyderabad Central,Friday,16,0,Clear,590
2025-11-14 17:00:00,Uppal,Friday,17,0,Cloudy,720
2025-11-14 18:00:00,Miyapur,Friday,18,0,Clear,620
2025-11-14 19:00:00,Kukatpally,Friday,19,0,Clear,630
2025-11-14 20:00:00,Secunderabad East,Friday,20,0,Clear,680
2025-11-14 21:00:00,Hyderabad Central,Friday,21,0,Clear,440
2025-11-14 22:00:00,Kukatpally,Friday,22,0,Clear,430
2025-11-14 23:00:00,Hitec City,Friday,23,0,Clear,430
2025-11-15 00:00:00,Hitec City,Saturday,0,0,Clear,440
2025-11-15 01:00:00,LB Nagar,Saturday,1,0,Clear,530
2025-11-15 02:00:00,Kukatpally,Saturday,2,0,Cloudy,570
2025-11-15 03:00:00,Tarnaka,Saturday,3,0,Clear,590
2025-11-15 04:00:00,Secunderabad East,Saturday,4,0,Clear,590
2025-11-15 05:00:00,Dilsukhnagar,Saturday,5,0,Clear,520
2025-11-15 06:00:00,Dilsukhnagar,Saturday,6,1,Rainy,180
2025-11-15 07:00:00,Dilsukhnagar,Saturday,7,1,Clear,370
2025-11-15 08:00:00,LB Nagar,Saturday,8,0,Clear,570
2025-11-15 09:00:00,Secunderabad East,Saturday,9,0,Cloudy,640
2025-11-15 10:00:00,Kukatpally,Saturday,10,0,Rainy,380
2025-11-15 11:00:00,Hyderabad Central,Saturday,11,1,Clear,210
2025-11-15 12:00:00,Miyapur,Saturday,12,0,Clear,520
2025-11-15 13:00:00,Secunderabad East,Saturday,13,0,Rainy,380
2025-11-15 14:00:00,Uppal,Saturday,14,0,Rainy,350
2025-11-15 15:00:00,Hitec City,Saturday,15,0,Clear,540
2025-11-15 16:00:00,Hyderabad Central,Saturday,16,0,Clear,430
2025-11-15 17:00:00,Ameerpet,Saturday,17,1,Cloudy,390
2025-11-15 18:00:00,Hyderabad Central,Saturday,18,0,Clear,690
2025-11-15 19:00:00,Dilsukhnagar,Saturday,19,0,Clear,650
2025-11-15 20:00:00,Uppal,Saturday,20,0,Rainy,470
2025-11-15 21:00:00,Miyapur,Saturday,21,0,Clear,550
2025-11-15 22:00:00,Hitec City,Saturday,22,0,Cloudy,430
2025-11-15 23:00:00,Secunderabad East,Saturday,23,0,Clear,590
2025-11-16 00:00:00,Miyapur,Sunday,0,0,Clear,490
2025-11-16 01:00:00,Secunderabad East,Sunday,1,0,Clear,490
2025-11-16 02:00:00,Dilsukhnagar,Sunday,2,0,Clear,540
2025-11-16 03:00:00,Uppal,Sunday,3,1,Rainy,140
2025-11-16 04:00:00,LB Nagar,Sunday,4,1,Rainy,250
2025-11-16 05:00:00,Secunderabad East,Sunday,5,0,Rainy,490
2025-11-16 06:00:00,Hyderabad Central,Sunday,6,0,Clear,690
2025-11-16 07:00:00,Hyderabad Central,Sunday,7,0,Clear,540
2025-11-16 08:00:00,Kukatpally,Sunday,8,1,Clear,380
2025-11-16 09:00:00,Ameerpet,Sunday,9,0,Clear,680
2025-11-16 10:00:00,Dilsukhnagar,Sunday,10,0,Rainy,340
2025-11-16 11:00:00,Hitec City,Sunday,11,0,Clear,510
2025-11-16 12:00:00,Dilsukhnagar,Sunday,12,0,Rainy,470
2025-11-16 13:00:00,Ameerpet,Sunday,13,0,Rainy,470
2025-11-16 14:00:00,Ameerpet,Sunday,14,0,Clear,510
2025-11-16 15:00:00,Secunderabad East,Sunday,15,0,Cloudy,580
2025-11-16 16:00:00,Hyderabad Central,Sunday,16,0,Rainy,460
2025-11-16 17:00:00,Uppal,Sunday,17,0,Clear,610
2025-11-16 18:00:00,Hyderabad Central,Sunday,18,0,Clear,630
2025-11-16 19:00:00,Tarnaka,Sunday,19,0,Clear,600
2025-11-16 20:00:00,Hyderabad Central,Sunday,20,0,Clear,740
2025-11-16 21:00:00,Tarnaka,Sunday,21,0,Clear,470
2025-11-16 22:00:00,Dilsukhnagar,Sunday,22,0,Cloudy,570
2025-11-16 23:00:00,Secunderabad East,Sunday,23,0,Clear,570
2025-11-17 00:00:00,Hitec City,Monday,0,0,Clear,590
2025-11-17 01:00:00,LB Nagar,Monday,1,1,Clear,200
2025-11-17 02:00:00,Hitec City,Monday,2,0,Clear,480
2025-11-17 03:00:00,Ameerpet,Monday,3,0,Cloudy,590
2025-11-17 04:00:00,LB Nagar,Monday,4,0,Rainy,470
2025-11-17 05:00:00,Hitec City,Monday,5,0,Clear,470
2025-11-17 06:00:00,Miyapur,Monday,6,0,Cloudy,580
2025-11-17 07:00:00,Miyapur,Monday,7,1,Clear,310
2025-11-17 08:00:00,Tarnaka,Monday,8,0,Clear,550
2025-11-17 09:00:00,LB Nagar,Monday,9,0,Cloudy,510
2025-11-17 10:00:00,Hyderabad Central,Monday,10,0,Clear,440
2025-11-17 11:00:00,Dilsukhnagar,Monday,11,1,Cloudy,260
2025-11-17 12:00:00,Hitec City,Monday,12,0,Cloudy,540
2025-11-17 13:00:00,Ameerpet,Monday,13,0,Clear,470
2025-11-17 14:00:00,Tarnaka,Monday,14,0,Clear,440
2025-11-17 15:00:00,Dilsukhnagar,Monday,15,0,Rainy,490
2025-11-17 16:00:00,Dilsukhnagar,Monday,16,0,Clear,470
2025-11-17 17:00:00,Hyderabad Central,Monday,17,0,Clear,610
2025-11-17 18:00:00,Miyapur,Monday,18,0,Clear,560
2025-11-17 19:00:00,LB Nagar,Monday,19,0,Clear,600
2025-11-17 20:00:00,Tarnaka,Monday,20,0,Clear,660
2025-11-17 21:00:00,LB Nagar,Monday,21,0,Clear,590
2025-11-17 22:00:00,Kukatpally,Monday,22,1,Cloudy,290
2025-11-17 23:00:00,Dilsukhnagar,Monday,23,0,Rainy,430
2025-11-18 00:00:00,Ameerpet,Tuesday,0,0,Rainy,380
2025-11-18 01:00:00,Hitec City,Tuesday,1,0,Clear,560
2025-11-18 02:00:00,Kukatpally,Tuesday,2,0,Clear,460
2025-11-18 03:00:00,Hitec City,Tuesday,3,0,Rainy,490
2025-11-18 04:00:00,Miyapur,Tuesday,4,0,Clear,410
2025-11-18 05:00:00,Tarnaka,Tuesday,5,0,Clear,490
2025-11-18 06:00:00,Miyapur,Tuesday,6,0,Clear,520
2025-11-18 07:00:00,Hitec City,Tuesday,7,0,Clear,670
2025-11-18 08:00:00,Tarnaka,Tuesday,8,0,Rainy,420
2025-11-18 09:00:00,LB Nagar,Tuesday,9,0,Clear,530
2025-11-18 10:00:00,Uppal,Tuesday,10,0,Rainy,420
2025-11-18 11:00:00,Kukatpally,Tuesday,11,0,Clear,420
2025-11-18 12:00:00,Tarnaka,Tuesday,12,0,Clear,450
2025-11-18 13:00:00,Miyapur,Tuesday,13,0,Rainy,360
2025-11-18 14:00:00,Uppal,Tuesday,14,0,Clear,460
2025-11-18 15:00:00,Tarnaka,Tuesday,15,0,Clear,410
2025-11-18 16:00:00,Tarnaka,Tuesday,16,0,Clear,480
2025-11-18 17:00:00,Tarnaka,Tuesday,17,0,Clear,570
2025-11-18 18:00:00,Hitec City,Tuesday,18,0,Rainy,570
2025-11-18 19:00:00,Hitec City,Tuesday,19,0,Clear,690
2025-11-18 20:00:00,Hitec City,Tuesday,20,0,Cloudy,710
2025-11-18 21:00:00,Uppal,Tuesday,21,0,Rainy,320
2025-11-18 22:00:00,Uppal,Tuesday,22,0,Rainy,460
2025-11-18 23:00:00,Miyapur,Tuesday,23,0,Clear,450
2025-11-19 00:00:00,Dilsukhnagar,Wednesday,0,0,Rainy,440
2025-11-19 01:00:00,LB Nagar,Wednesday,1,0,Rainy,410
2025-11-19 02:00:00,Hyderabad Central,Wednesday,2,0,Clear,400
2025-11-19 03:00:00,Hyderabad Central,Wednesday,3,0,Clear,490
2025-11-19 04:00:00,Uppal,Wednesday,4,0,Rainy,350
2025-11-19 05:00:00,Uppal,Wednesday,5,0,Clear,490
2025-11-19 06:00:00,LB Nagar,Wednesday,6,0,Clear,500
2025-11-19 07:00:00,Miyapur,Wednesday,7,0,Rainy,500
2025-11-19 08:00:00,Hitec City,Wednesday,8,1,Clear,270
2025-11-19 09:00:00,Uppal,Wednesday,9,0,Clear,670
2025-11-19 10:00:00,Hitec City,Wednesday,10,0,Cloudy,570
2025-11-19 11:00:00,Tarnaka,Wednesday,11,0,Clear,560
2025-11-19 12:00:00,Hyderabad Central,Wednesday,12,0,Clear,410
2025-11-19 13:00:00,LB Nagar,Wednesday,13,0,Clear,470
2025-11-19 14:00:00,Hyderabad Central,Wednesday,14,0,Rainy,350
2025-11-19 15:00:00,Dilsukhnagar,Wednesday,15,0,Clear,540
2025-11-19 16:00:00,Miyapur,Wednesday,16,0,Clear,520
2025-11-19 17:00:00,Hyderabad Central,Wednesday,17,0,Clear,740
2025-11-19 18:00:00,LB Nagar,Wednesday,18,0,Clear,740
2025-11-19 19:00:00,Uppal,Wednesday,19,0,Clear,620
2025-11-19 20:00:00,Ameerpet,Wednesday,20,0,Clear,700
2025-11-19 21:00:00,LB Nagar,Wednesday,21,0,Rainy,450
2025-11-19 22:00:00,Secunderabad East,Wednesday,22,0,Clear,430
2025-11-19 23:00:00,Miyapur,Wednesday,23,0,Clear,410
2025-11-20 00:00:00,Hyderabad Central,Thursday,0,1,Clear,220
2025-11-20 01:00:00,Uppal,Thursday,1,0,Clear,420
2025-11-20 02:00:00,Miyapur,Thursday,2,0,Clear,450
2025-11-20 03:00:00,Kukatpally,Thursday,3,0,Clear,560
2025-11-20 04:00:00,LB Nagar,Thursday,4,0,Clear,400
2025-11-20 05:00:00,Ameerpet,Thursday,5,0,Clear,510
2025-11-20 06:00:00,Hitec City,Thursday,6,0,Rainy,560
2025-11-20 07:00:00,Miyapur,Thursday,7,0,Cloudy,520
2025-11-20 08:00:00,Uppal,Thursday,8,0,Rainy,550
2025-11-20 09:00:00,Hitec City,Thursday,9,0,Clear,690
2025-11-20 10:00:00,Secunderabad East,Thursday,10,0,Clear,440
2025-11-20 11:00:00,Hitec City,Thursday,11,1,Clear,300
2025-11-20 12:00:00,Secunderabad East,Thursday,12,0,Clear,580
2025-11-20 13:00:00,Uppal,Thursday,13,0,Clear,460
2025-11-20 14:00:00,Kukatpally,Thursday,14,0,Clear,490
2025-11-20 15:00:00,Hitec City,Thursday,15,0,Clear,490
2025-11-20 16:00:00,Uppal,Thursday,16,0,Clear,440
2025-11-20 17:00:00,Kukatpally,Thursday,17,0,Clear,580
2025-11-20 18:00:00,Ameerpet,Thursday,18,1,Clear,460
2025-11-20 19:00:00,Secunderabad East,Thursday,19,0,Clear,570
2025-11-20 20:00:00,Hyderabad Central,Thursday,20,0,Cloudy,710
2025-11-20 21:00:00,Hyderabad Central,Thursday,21,0,Cloudy,580
2025-11-20 22:00:00,Kukatpally,Thursday,22,1,Clear,310
2025-11-20 23:00:00,Tarnaka,Thursday,23,0,Cloudy,430
2025-11-21 00:00:00,Miyapur,Friday,0,0,Clear,580
2025-11-21 01:00:00,Uppal,Friday,1,1,Clear,260
2025-11-21 02:00:00,Dilsukhnagar,Friday,2,0,Clear,480
2025-11-21 03:00:00,Hitec City,Friday,3,0,Clear,520
2025-11-21 04:00:00,Tarnaka,Friday,4,0,Clear,490
2025-11-21 05:00:00,Dilsukhnagar,Friday,5,0,Clear,500
2025-11-21 06:00:00,Hitec City,Friday,6,0,Clear,520
2025-11-21 07:00:00,Uppal,Friday,7,0,Clear,510
2025-11-21 08:00:00,Tarnaka,Friday,8,0,Clear,620
2025-11-21 09:00:00,Kukatpally,Friday,9,0,Clear,640
2025-11-21 10:00:00,Dilsukhnagar,Friday,10,0,Clear,500
2025-11-21 11:00:00,Dilsukhnagar,Friday,11,0,Clear,590
2025-11-21 12:00:00,LB Nagar,Friday,12,0,Clear,580
2025-11-21 13:00:00,Tarnaka,Friday,13,0,Clear,550
2025-11-21 14:00:00,Miyapur,Friday,14,0,Clear,550
2025-11-21 15:00:00,Dilsukhnagar,Friday,15,1,Cloudy,250
2025-11-21 16:00:00,LB Nagar,Friday,16,0,Rainy,430
2025-11-21 17:00:00,Miyapur,Friday,17,0,Clear,610
2025-11-21 18:00:00,Secunderabad East,Friday,18,0,Clear,550
2025-11-21 19:00:00,LB Nagar,Friday,19,0,Clear,550
2025-11-21 20:00:00,Secunderabad East,Friday,20,0,Clear,700
2025-11-21 21:00:00,Dilsukhnagar,Friday,21,0,Clear,510
2025-11-21 22:00:00,Ameerpet,Friday,22,0,Clear,400
2025-11-21 23:00:00,LB Nagar,Friday,23,0,Rainy,300
2025-11-22 00:00:00,Hitec City,Saturday,0,0,Rainy,480
2025-11-22 01:00:00,LB Nagar,Saturday,1,0,Clear,450
2025-11-22 02:00:00,Hitec City,Saturday,2,0,Rainy,420
2025-11-22 03:00:00,Hitec City,Saturday,3,0,Rainy,490
2025-11-22 04:00:00,Kukatpally,Saturday,4,0,Clear,550
2025-11-22 05:00:00,Tarnaka,Saturday,5,0,Clear,400
2025-11-22 06:00:00,Uppal,Saturday,6,0,Clear,600
2025-11-22 07:00:00,Dilsukhnagar,Saturday,7,0,Rainy,390
2025-11-22 08:00:00,Hyderabad Central,Saturday,8,1,Clear,300
2025-11-22 09:00:00,Uppal,Saturday,9,0,Clear,540
2025-11-22 10:00:00,Uppal,Saturday,10,0,Rainy,350
2025-11-22 11:00:00,Miyapur,Saturday,11,0,Clear,510
2025-11-22 12:00:00,Hitec City,Saturday,12,0,Rainy,300
2025-11-22 13:00:00,Kukatpally,Saturday,13,1,Clear,240
2025-11-22 14:00:00,Miyapur,Saturday,14,0,Cloudy,400
2025-11-22 15:00:00,Kukatpally,Saturday,15,0,Rainy,470
2025-11-22 16:00:00,Hitec City,Saturday,16,0,Cloudy,450
2025-11-22 17:00:00,Hyderabad Central,Saturday,17,0,Rainy,480
2025-11-22 18:00:00,Uppal,Saturday,18,0,Clear,560
2025-11-22 19:00:00,Miyapur,Saturday,19,0,Clear,550
2025-11-22 20:00:00,Miyapur,Saturday,20,0,Clear,600
2025-11-22 21:00:00,Tarnaka,Saturday,21,1,Clear,350
2025-11-22 22:00:00,Tarnaka,Saturday,22,0,Clear,490
2025-11-22 23:00:00,Hitec City,Saturday,23,0,Clear,540
2025-11-23 00:00:00,Kukatpally,Sunday,0,0,Clear,530
2025-11-23 01:00:00,Dilsukhnagar,Sunday,1,0,Clear,500
2025-11-23 02:00:00,Ameerpet,Sunday,2,0,Clear,440
2025-11-23 03:00:00,Miyapur,Sunday,3,0,Clear,580
2025-11-23 04:00:00,Tarnaka,Sunday,4,0,Clear,530
2025-11-23 05:00:00,Hitec City,Sunday,5,1,Rainy,140
2025-11-23 06:00:00,Hitec City,Sunday,6,0,Clear,640
2025-11-23 07:00:00,Ameerpet,Sunday,7,0,Clear,580
2025-11-23 08:00:00,Kukatpally,Sunday,8,0,Rainy,380
2025-11-23 09:00:00,Secunderabad East,Sunday,9,0,Cloudy,560
2025-11-23 10:00:00,Kukatpally,Sunday,10,0,Clear,400
2025-11-23 11:00:00,Miyapur,Sunday,11,0,Cloudy,520
2025-11-23 12:00:00,Hitec City,Sunday,12,0,Cloudy,480
2025-11-23 13:00:00,Hitec City,Sunday,13,0,Clear,460
2025-11-23 14:00:00,Secunderabad East,Sunday,14,0,Clear,500
2025-11-23 15:00:00,Kukatpally,Sunday,15,0,Clear,500
2025-11-23 16:00:00,Uppal,Sunday,16,0,Rainy,350
2025-11-23 17:00:00,Uppal,Sunday,17,0,Clear,670
2025-11-23 18:00:00,Dilsukhnagar,Sunday,18,0,Clear,570
2025-11-23 19:00:00,Hyderabad Central,Sunday,19,0,Rainy,520
2025-11-23 20:00:00,Hitec City,Sunday,20,1,Clear,300
2025-11-23 21:00:00,Tarnaka,Sunday,21,1,Clear,370
2025-11-23 22:00:00,Secunderabad East,Sunday,22,0,Rainy,380
2025-11-23 23:00:00,Dilsukhnagar,Sunday,23,0,Clear,580
2025-11-24 00:00:00,Secunderabad East,Monday,0,0,Clear,460
2025-11-24 01:00:00,Secunderabad East,Monday,1,0,Clear,530
2025-11-24 02:00:00,Hyderabad Central,Monday,2,0,Rainy,450
2025-11-24 03:00:00,Ameerpet,Monday,3,1,Rainy,330
2025-11-24 04:00:00,Kukatpally,Monday,4,0,Clear,530
2025-11-24 05:00:00,Kukatpally,Monday,5,0,Clear,540
2025-11-24 06:00:00,LB Nagar,Monday,6,1,Clear,400
2025-11-24 07:00:00,Tarnaka,Monday,7,0,Clear,600
2025-11-24 08:00:00,Dilsukhnagar,Monday,8,0,Clear,630
2025-11-24 09:00:00,Tarnaka,Monday,9,0,Clear,530
2025-11-24 10:00:00,Tarnaka,Monday,10,0,Clear,420
2025-11-24 11:00:00,Kukatpally,Monday,11,0,Cloudy,430
2025-11-24 12:00:00,Kukatpally,Monday,12,0,Clear,570
2025-11-24 13:00:00,Miyapur,Monday,13,0,Clear,530
2025-11-24 14:00:00,Secunderabad East,Monday,14,0,Clear,410
2025-11-24 15:00:00,Dilsukhnagar,Monday,15,0,Clear,590
2025-11-24 16:00:00,Ameerpet,Monday,16,0,Clear,420
2025-11-24 17:00:00,Dilsukhnagar,Monday,17,0,Clear,590
2025-11-24 18:00:00,Uppal,Monday,18,1,Clear,450
2025-11-24 19:00:00,Ameerpet,Monday,19,0,Clear,580
2025-11-24 20:00:00,LB Nagar,Monday,20,0,Clear,720
2025-11-24 21:00:00,Hyderabad Central,Monday,21,0,Clear,590
2025-11-24 22:00:00,Uppal,Monday,22,0,Rainy,450
2025-11-24 23:00:00,Ameerpet,Monday,23,0,Clear,510
2025-11-25 00:00:00,Hitec City,Tuesday,0,0,Clear,400
2025-11-25 01:00:00,Hyderabad Central,Tuesday,1,0,Cloudy,430
2025-11-25 02:00:00,Secunderabad East,Tuesday,2,0,Rainy,470
2025-11-25 03:00:00,Hyderabad Central,Tuesday,3,0,Clear,530
2025-11-25 04:00:00,Tarnaka,Tuesday,4,1,Clear,360
2025-11-25 05:00:00,Tarnaka,Tuesday,5,0,Clear,540
2025-11-25 06:00:00,Hitec City,Tuesday,6,0,Clear,640
2025-11-25 07:00:00,Uppal,Tuesday,7,0,Clear,660
2025-11-25 08:00:00,Uppal,Tuesday,8,0,Clear,510
2025-11-25 09:00:00,Hitec City,Tuesday,9,0,Clear,570
2025-11-25 10:00:00,LB Nagar,Tuesday,10,0,Rainy,390
2025-11-25 11:00:00,Ameerpet,Tuesday,11,1,Rainy,170
2025-11-25 12:00:00,Hyderabad Central,Tuesday,12,0,Clear,570
2025-11-25 13:00:00,Dilsukhnagar,Tuesday,13,1,Clear,270
2025-11-25 14:00:00,Secunderabad East,Tuesday,14,0,Clear,420
2025-11-25 15:00:00,LB Nagar,Tuesday,15,0,Clear,550
2025-11-25 16:00:00,LB Nagar,Tuesday,16,0,Clear,560
2025-11-25 17:00:00,Uppal,Tuesday,17,0,Clear,720
2025-11-25 18:00:00,Secunderabad East,Tuesday,18,0,Rainy,610
2025-11-25 19:00:00,Tarnaka,Tuesday,19,0,Clear,550
2025-11-25 20:00:00,Hyderabad Central,Tuesday,20,0,Clear,580
2025-11-25 21:00:00,Tarnaka,Tuesday,21,0,Clear,450
2025-11-25 22:00:00,Tarnaka,Tuesday,22,0,Cloudy,500
2025-11-25 23:00:00,Miyapur,Tuesday,23,0,Clear,430
2025-11-26 00:00:00,Ameerpet,Wednesday,0,0,Clear,510
2025-11-26 01:00:00,Secunderabad East,Wednesday,1,0,Clear,460
2025-11-26 02:00:00,Tarnaka,Wednesday,2,0,Clear,430
2025-11-26 03:00:00,Secunderabad East,Wednesday,3,0,Clear,590
2025-11-26 04:00:00,Uppal,Wednesday,4,0,Clear,590
2025-11-26 05:00:00,Miyapur,Wednesday,5,0,Clear,500
2025-11-26 06:00:00,Uppal,Wednesday,6,0,Clear,540
2025-11-26 07:00:00,Secunderabad East,Wednesday,7,0,Clear,610
2025-11-26 08:00:00,Miyapur,Wednesday,8,0,Cloudy,580
2025-11-26 09:00:00,Kukatpally,Wednesday,9,0,Clear,590
2025-11-26 10:00:00,Kukatpally,Wednesday,10,0,Clear,430
2025-11-26 11:00:00,LB Nagar,Wednesday,11,0,Rainy,440
2025-11-26 12:00:00,Ameerpet,Wednesday,12,0,Rainy,360
2025-11-26 13:00:00,Kukatpally,Wednesday,13,0,Clear,470
2025-11-26 14:00:00,Tarnaka,Wednesday,14,0,Clear,540
2025-11-26 15:00:00,Tarnaka,Wednesday,15,0,Clear,460
2025-11-26 16:00:00,Tarnaka,Wednesday,16,0,Rainy,350
2025-11-26 17:00:00,Dilsukhnagar,Wednesday,17,0,Rainy,530
2025-11-26 18:00:00,Ameerpet,Wednesday,18,0,Clear,660
2025-11-26 19:00:00,Miyapur,Wednesday,19,0,Clear,690
2025-11-26 20:00:00,Tarnaka,Wednesday,20,0,Clear,560
2025-11-26 21:00:00,Kukatpally,Wednesday,21,0,Clear,550
2025-11-26 22:00:00,Hitec City,Wednesday,22,0,Clear,440
2025-11-26 23:00:00,Uppal,Wednesday,23,0,Clear,450
2025-11-27 00:00:00,Dilsukhnagar,Thursday,0,0,Clear,570
2025-11-27 01:00:00,LB Nagar,Thursday,1,0,Clear,480
2025-11-27 02:00:00,Hitec City,Thursday,2,0,Rainy,390
2025-11-27 03:00:00,Tarnaka,Thursday,3,0,Clear,430
2025-11-27 04:00:00,Hitec City,Thursday,4,0,Clear,540
2025-11-27 05:00:00,Uppal,Thursday,5,0,Rainy,450
2025-11-27 06:00:00,Miyapur,Thursday,6,0,Clear,640
2025-11-27 07:00:00,LB Nagar,Thursday,7,0,Clear,580
2025-11-27 08:00:00,LB Nagar,Thursday,8,0,Clear,690
2025-11-27 09:00:00,Uppal,Thursday,9,0,Clear,620
2025-11-27 10:00:00,Uppal,Thursday,10,0,Clear,440
2025-11-27 11:00:00,Hyderabad Central,Thursday,11,0,Clear,440
2025-11-27 12:00:00,LB Nagar,Thursday,12,0,Rainy,300
2025-11-27 13:00:00,Ameerpet,Thursday,13,0,Clear,460
2025-11-27 14:00:00,Dilsukhnagar,Thursday,14,1,Rainy,190
2025-11-27 15:00:00,Hitec City,Thursday,15,0,Clear,580
2025-11-27 16:00:00,Hitec City,Thursday,16,0,Clear,470
2025-11-27 17:00:00,Uppal,Thursday,17,0,Rainy,550
2025-11-27 18:00:00,LB Nagar,Thursday,18,0,Clear,600
2025-11-27 19:00:00,Secunderabad East,Thursday,19,0,Clear,630
2025-11-27 20:00:00,Tarnaka,Thursday,20,0,Clear,620
2025-11-27 21:00:00,Hyderabad Central,Thursday,21,0,Rainy,380
2025-11-27 22:00:00,Secunderabad East,Thursday,22,1,Cloudy,270
2025-11-27 23:00:00,Miyapur,Thursday,23,0,Clear,510
2025-11-28 00:00:00,Dilsukhnagar,Friday,0,0,Clear,410
2025-11-28 01:00:00,Hitec City,Friday,1,0,Clear,560
2025-11-28 02:00:00,LB Nagar,Friday,2,0,Clear,480
2025-11-28 03:00:00,Miyapur,Friday,3,0,Rainy,390
2025-11-28 04:00:00,Hitec City,Friday,4,0,Rainy,420
2025-11-28 05:00:00,Tarnaka,Friday,5,1,Clear,290
2025-11-28 06:00:00,Miyapur,Friday,6,1,Rainy,360
2025-11-28 07:00:00,Secunderabad East,Friday,7,0,Clear,520
2025-11-28 08:00:00,Kukatpally,Friday,8,0,Clear,570
2025-11-28 09:00:00,Kukatpally,Friday,9,0,Clear,620
2025-11-28 10:00:00,Hyderabad Central,Friday,10,0,Rainy,320
2025-11-28 11:00:00,Uppal,Friday,11,0,Cloudy,490
2025-11-28 12:00:00,Miyapur,Friday,12,0,Clear,450
2025-11-28 13:00:00,Hyderabad Central,Friday,13,0,Rainy,350
2025-11-28 14:00:00,Ameerpet,Friday,14,0,Clear,440
2025-11-28 15:00:00,Hitec City,Friday,15,0,Clear,460
2025-11-28 16:00:00,Kukatpally,Friday,16,0,Clear,500
2025-11-28 17:00:00,Secunderabad East,Friday,17,0,Clear,740
2025-11-28 18:00:00,LB Nagar,Friday,18,0,Clear,690
2025-11-28 19:00:00,Dilsukhnagar,Friday,19,0,Clear,660
2025-11-28 20:00:00,Uppal,Friday,20,1,Rainy,260
2025-11-28 21:00:00,Ameerpet,Friday,21,0,Rainy,300
2025-11-28 22:00:00,Tarnaka,Friday,22,0,Rainy,320
2025-11-28 23:00:00,Hyderabad Central,Friday,23,1,Rainy,250
2025-11-29 00:00:00,LB Nagar,Saturday,0,0,Rainy,450
2025-11-29 01:00:00,Secunderabad East,Saturday,1,0,Rainy,300
2025-11-29 02:00:00,Miyapur,Saturday,2,0,Clear,540
2025-11-29 03:00:00,Secunderabad East,Saturday,3,0,Rainy,330
2025-11-29 04:00:00,Uppal,Saturday,4,0,Cloudy,520
2025-11-29 05:00:00,LB Nagar,Saturday,5,0,Rainy,410
2025-11-29 06:00:00,Hyderabad Central,Saturday,6,0,Clear,590
2025-11-29 07:00:00,Dilsukhnagar,Saturday,7,0,Clear,510
2025-11-29 08:00:00,Hyderabad Central,Saturday,8,0,Rainy,550
2025-11-29 09:00:00,Hitec City,Saturday,9,0,Clear,580
2025-11-29 10:00:00,Dilsukhnagar,Saturday,10,0,Clear,510
2025-11-29 11:00:00,Uppal,Saturday,11,0,Clear,570
2025-11-29 12:00:00,LB Nagar,Saturday,12,0,Rainy,430
2025-11-29 13:00:00,LB Nagar,Saturday,13,0,Clear,460
2025-11-29 14:00:00,LB Nagar,Saturday,14,0,Clear,510
